店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
LALABOBO,84050,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e18a8e5891b7450c82d3c2308a879ef3_bb478c8a11adfb9acd43a88f353d53e3.jpeg,18337162552,购物,女装,"女装,上衣,裤子,裙子,外套",3.6,￥1081/人,收录2年好店, LALABOBO的衣服超有个性，风格独特，满满的潮流感。店铺装修也很吸睛，时尚又酷炫。人气单品超多，像那些色彩斑斓、设计感十足的 T 恤，穿上瞬间变身街头潮人。不管你是时尚弄潮儿，还是想展现独特个性，这里都能满足你。每次来都能挑到心仪的衣服，爱了爱了！ ,,,,
PLAY,84057,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ba9e09111d8f4fc4822af9aac0b239b0_2736b6bd59485fc1018fcdd8a789b3a1.jpeg,15738390990,购物,运动休闲,"运动服装,运动鞋,运动背包,运动护具,运动配饰",3.5,￥49/人,,PLAY风格超独特，装修很有个性，一进去就感觉活力满满😎。主打各种潮流好玩的玩意儿，人气单品超多。不管你是时尚弄潮儿，还是游戏爱好者，都能在这里找到心头好。像那些超炫的潮牌服饰、创意小摆件，简直让人挪不动脚🤩。快来 PLAY，一起探索潮流宝藏吧！ ,,,,
ADIDAS,84067,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/965f085f8ce7477ab45f525b85ce0636_ADIDAS.jpg,13676924323,购物,运动用品,"运动鞋,运动服装,运动背包,运动配饰,运动器材",3.5,￥645/人,正弘中心运动户外人气榜第4名,ADIDAS运动风超燃🔥 店铺装修简约时尚，陈列超有范儿。主打产品超多，运动鞋、运动服啥的都超赞👍 像经典的三条纹T恤、boost系列跑鞋，人气超高！无论你是运动达人，还是日常想穿得舒适又有型，来这都能挑到心头好！每次逛都忍不住剁手，咱就是说一整个爱住啦💕 。 ,,,,
Tiger,84092,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/659cc4a1bedb444ca893760770fb0bf8_Tiger.jpg,18530031610,购物,运动休闲,"运动休闲服装,运动鞋,运动背包,运动护具,运动帽",3.5,￥1004/人,收录5年好店,Tiger风格超独特，装修超有个性，一进去就被吸引。主打各种潮流服饰，设计感满满。人气单品多到挑花眼，像那几款个性T恤，图案超酷炫。不管你是酷盖还是时尚弄潮儿，都能在这里找到心头好。穿上他家衣服，瞬间成为街头焦点，赶紧冲！ ,,,,
CALLISTO,84093,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bcad7d3f52ff4495b2f3ca26a12c2783_1.jpeg,13673370946,购物,男装,"男士服装,男装定制,男装搭配建议,男装清洗保养,男装配饰",3.5,￥3394/人,收录5年好店,CALLISTO店铺风格简约又时尚✨，装修很有特色，让人一进去就感觉很舒服😌。主打产品超有个性，人气单品更是一绝👍。衣服款式多样，无论是日常出街还是参加聚会，都能轻松找到合适的那一款。适合追求时尚、个性的宝子们👏，能满足你对穿搭的各种想象，赶紧冲呀🛒！ ,,,,
飞利浦,84107,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/f20cb719b5ea4b5d83ad85541c94f423_0f4668f6adf7d77119740606a0851104.jpeg,15290889663/18236903318,购物,"家电卖场,数码产品店","照明灯具,电动剃须刀,电视,空气净化器,吹风机",4,￥1793/人,,飞利浦产品超丰富，从实用小家电到高端个护，啥都有。店铺风格简约大气，装修精致。像人气爆棚的电动牙刷，清洁力强还护龈；空气炸锅做美食超方便。适合追求品质生活的宝子们。无论你是想提升生活幸福感，还是送亲友贴心礼物，飞利浦都能满足，闭眼入不踩雷！ ,,,,
BOY LONDON,84114,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/cbbbd61c2d0d47a28d4f3015812ac73b_BOY.jpg,15237416975,购物,运动休闲服饰,"男装,运动休闲服饰,购物服务",3.5,￥1151/人,,BOY LONDON风格超酷😎，装修个性又吸睛。主打产品超有范儿，经典的鹰标T恤，穿上秒变街头潮人。人气单品更是多到挑花眼，卫衣、裤子都超赞👍。衣服质量也杠杠滴，面料舒适又耐穿。不管是时尚弄潮儿，还是想耍帅的酷盖，都能在这里找到心头好，赶紧冲鸭🛒！ ,,,,
Dyson,84134,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/f155f8ba143243f9ad43a074a85eb1ea_dyson.jpg,,购物,家电数码,"吸尘器,吹风机,空气净化器,风扇,扫地机器人",3.7,￥3627/人,金水区家用电器人气榜第4名,Dyson的店铺装修简约大气，风格超有科技感。主打各种高科技家电，像吹风机、吸尘器啥的，都是人气王！吹风机风超大还能快速干发，不伤头发。吸尘器吸力超强，边边角角都能吸得超干净。不管是爱美的精致姐妹，还是追求高效清洁的家庭主妇，Dyson都能满足，真的狠狠种草！ ,,,,
voyah,84199,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bcb04fae842d48ea8d28168631b37d38_voyah.jpg,,购物,汽车销售,"汽车及相关配件,汽车用品,汽车售后服务,汽车保养服务,汽车维修服务",3.8,,收录2年好店,voyah的车超酷炫，风格独特又大气。门店装修超有科技感，一进去就被吸引。主打新能源汽车，性能超棒。人气单品有很多，像外观时尚的车型，内饰精致舒适。适合追求个性、喜欢高科技出行的小伙伴。开着voyah出行，回头率绝对爆表，分分钟成为街上最靓的仔，赶紧来体验一下吧！ ,,,,
FUTURE ZOO,84215,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bb2979fbfffd46e682186695abea09fe_fd9a5fd88b0fc970f0d39b1404257ebc.jpeg,15038190777,休闲娱乐,动物园,"动物观赏,动物表演,科普教育活动,游乐设施体验,餐饮服务",4,￥142/人,,FUTURE ZOO是动物爱好者的天堂😍。店内装修超有特色，模拟自然环境，让你仿佛置身于真实的动物世界。他家主打各种可爱的动物周边，玩偶、摆件萌到犯规🤩。人气单品的动物玩偶，手感超棒，抱在怀里超治愈。不管是小朋友还是大朋友，来了都不想走~快冲！ ,,,,
小米之家,84251,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/712f928301c548ee8e5c1824494392e0_%E5%B0%8F%E7%B1%B3.jpg,17105176962,购物,家电数码,"小米手机,小米平板,小米笔记本电脑,小米智能家居产品,小米穿戴设备",4.4,￥1236/人,收录5年好店,小米之家一进店，科技感十足的装修风格超酷炫😎。这里主打各种智能产品，从手机到智能家居，应有尽有。人气单品更是多到挑花眼，像小米14系列手机，性能超棒。还有小爱同学智能音箱，生活小帮手。不管是科技爱好者还是追求便捷生活的宝子，都能在这找到心头好，一站式满足对智能科技的所有向往🛍️！ ,,,,
CHARLES&KEITH,84252,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a54dd504617e4c8bb4d0add3f888f22e_629ed003c01473b16989e5fcd233a4d5.jpeg,17337123781,购物,"鞋履,箱包","女鞋,女包,男鞋,男包,配饰",3.6,￥473/人,,CHARLES&KEITH风格超多样，从简约职场风到甜美少女风，总能找到适合自己的。店铺装修精致，陈列超有美感✨。人气单品超多，小ck的包包更是一绝，设计感十足，质感也超棒！价格还很亲民，学生党和上班族都能轻松拿下。不管是日常出街还是重要场合，背他家包包都超吸睛，分分钟成为焦点，赶紧冲！ ,,,,
阿吉豆,84260,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/48c727d45ded4e93beea6cf22dadd3e3_bff95e096377d5c304d3e20baafa086b.jpeg,13213122621,购物,饰品,"饰品,项链,手链,耳环,戒指",3.7,￥176/人,正弘中心服饰鞋包人气榜第6名,阿吉豆的饰品超有特色，风格多样，不管是甜美风还是个性风，都能轻松拿捏。🎊店铺装修精致，陈列的饰品让人目不暇接。人气单品超多，像简约的项链、独特的耳环，戴上瞬间提升气质。💖价格也很美丽，学生党和上班族都能轻松入手。每次逛都忍不住剁手，在这里总能找到心仪的宝贝，爱美的姐妹冲就完事儿啦！💕 ,,,,
礼部,84591,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/afe172b80021435d9528d1e3575b453f_%E7%A4%BC%E9%83%A8.jpeg,18732931266,购物,其他,"服装,饰品,鞋类,箱包,家居用品",4.2,￥104/人,郑州北京菜热门榜第1名,礼部店里风格独特，装修超有韵味，一进去就感觉穿越啦。他家主打产品很有个性，能让人眼前一亮✨。人气单品更是备受欢迎，好多顾客都爱不释手。不管是喜欢独特风格的潮人，还是想寻觅特别物件的小伙伴，都能在礼部找到心头好，真的太值得一逛啦，赶紧冲🐛！ ,,,,
ITIB,84593,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bae8f5fd88ad49e6874b8348f0a09b8f_EDWFREF.jpeg,15225132006,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",3.5,￥510/人,,ITIB店铺风格独特，装修超吸睛。主打产品时尚又多元，总能戳中咱的心巴。人气单品更是多到挑花眼，好多人都来打卡。不管你是时尚弄潮儿，还是追求个性穿搭的酷盖，都能在这里找到心头好。每次逛都有新惊喜，真的太爱啦，赶紧冲！ ,,,,
3CE,84601,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/11e1341839fc45b493ef5b2f2baca969_d292727c41e8cb06c68a04bf1c266e97.jpeg,0371-63328711,购物,化妆品,"彩妆产品,护肤产品,美妆工具",3.1,￥258/人,,3CE店铺风格超时尚，装修简约又有格调✨。主打各种美妆好物，像九宫格眼影盘，颜色超美，随便搭都能出绝美的眼妆👁️。还有丝绒唇釉，丝滑不拔干，颜色超正。人气单品超多，每次来都忍不住剁手🛍️。不管是美妆新手还是老手，都能在这里找到心头好，分分钟美出新高度💃！ ,,,,
IPSA,84606,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/17dc9c1fa7c0429392d4264fb8f85f58_ipsa.png,17838196143,购物,化妆品,"护肤品,彩妆,美容护肤产品,化妆工具,香水",3.9,￥507/人,,IPSA店铺风格简约又高级✨。装修特色满满，灯光打得超有氛围感。主打产品超厉害，像流金水、自律乳等都是人气爆棚的单品👏。无论是追求肌肤维稳的姐妹，还是想改善肌肤问题的宝子，都能在这里找到适合自己的。很多用过的都说效果超赞👍，咱就是说真的值得一冲！ ,,,,
RIOTLILY,84609,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c6fb89aaf16945b895008f1c60bb2180_1de90cb888da90980c280fcf49bde0e3.jpeg,,购物,"鞋类,服装,箱包","服装,鞋子,包包",3.5,￥332/人,,RIOTLILY风格超独特，装修很有个性，一进去就被吸引😍。主打产品超美，饰品精致又时尚，戴上瞬间提升气质。人气单品超多，比如梦幻的项链、灵动的手链。适合爱美的小仙女们🧚‍♀️，不管是日常出街还是参加聚会，戴上RIOTLILY的饰品，你就是最靓的仔，轻松成为焦点✨。 ,,,,
COODOO,84611,https://i1.mallcoo.cn/sp_mall/6au4rf71-0fe4-4539-9885-9a198486d39a_0.jpeg,,购物,电子产品销售,"电子产品,数码产品,智能产品,电脑及配件,手机及配件",3.5,￥7680/人,,COODOO店铺风格超酷炫，装修很有科技感，一进去就感觉超带感😎。主打产品超丰富，各种电子产品让人挑花眼👀。人气单品更是多到爆，像某款超轻薄的笔记本，性能超棒，携带还方便。不管你是科技控还是办公族，都能在这里找到心头好，赶紧冲呀🛒！ ,,,,
爪爪,84638,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a1fc00044b6c466499e4ff080659dea7_%E9%BB%98%E8%AE%A4logo.png,,休闲娱乐,宠物服务,"宠物美容,宠物寄养,宠物训练,宠物用品销售,宠物主题活动",4,￥52/人,郑州娃娃屋销量榜第1名,"进店就被布偶猫总监接待，洗护完还送宠物MBTI身份证✨（我家逆子居然是「ENTP杠精型」！）
谁懂啊！！ 68块不仅包洗澡，还能围观美容师和主子斗智斗勇的直播🤳🏻（建议改名《宠物届变形计》）
最绝是防丢项圈——走失时自动播放语音“两脚兽快接我回家”，社死但有用！
🔥刷屏公式：
前脚发“洗前流浪汉vs洗后贵公子”对比图
后脚就有姐妹求问：「怎么让我家狗子偶遇你们金牌洗护师？」
（配图：柴犬做SPA翻白眼.jpg+荧光项圈夜跑动图）
#宠物成精实录 #它好像知道自己很可爱",,,,
WALSH,84639,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e3a820c5340949f8b799bf4e734a7fc6_%E9%BB%98%E8%AE%A4logo.png,,购物,运动休闲,"运动休闲服装,运动鞋,运动背包,运动护具,运动帽",3.5,,,WALSH店铺风格独特，装修超有特色，一进去就爱住了😍。主打产品超赞，每一款都很吸睛。人气单品更是绝绝子，好多人都在抢！无论是时尚弄潮儿还是追求品质生活的小伙伴都超适合来这逛。在这里能轻松get到心仪好物，分分钟变身时尚焦点，赶紧冲呀🛍️！ ,,,,
矢量咖啡,84642,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/29f0e4f8ed9d446993735987f33910aa_c75893d2055a98728daf92747b5a8c5b.jpeg,13598805656,休闲娱乐,餐饮,"咖啡,茶饮品,点心,休闲空间,社交场所服务",3.4,￥45/人,收录6年好店,矢量咖啡店里装修超有特色，满满的工业风，金属元素和木质桌椅搭配，超酷😎。他家主打咖啡，香气浓郁，口感醇厚。人气单品dirty，冰与热的交融，层次丰富，一口下去超满足😍。不管是上班族来这提神醒脑，还是小年轻来这享受悠闲时光，都超合适！宝子们一定要来试试！ ,,,,
PUMA,84643,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/408478d39ca3400d94fd1e3076691c05_%E9%BB%98%E8%AE%A4logo.png,,购物,运动用品,"运动鞋,运动服装,运动背包,运动配件,休闲鞋",3.5,￥506/人,,彪马（PUMA）风格超酷炫，店铺装修超有个性，运动氛围拉满。主打产品超多样，从时尚运动服饰到超帅运动鞋，啥都有。像经典的彪马跑道系列，人气超高！不管你是运动达人，还是追求时尚的弄潮儿，都能在这找到心头好。每次逛都忍不住剁手，穿上它，瞬间活力满满，时尚感爆棚，赶紧冲！ ,,,,
吾贵伦,84644,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/67a80718abe1403e9de972ca19e5a4e8_%E9%BB%98%E8%AE%A4logo.png,18037377644,购物,"配饰,杂货","项链,手链,耳环,戒指,杂货",,,,吾贵伦风格独特，装修很有个性，让人眼前一亮。主打产品超有创意，设计感满满。人气单品更是一绝，独特的款式走在街上绝对吸睛👀。适合追求个性、喜欢与众不同穿搭的宝子们。每次逛都能挑到心仪好物，来这逛一圈，说不定就能找到属于你的独特时尚单品，赶紧冲呀！ ,,,,
zuru,84647,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/70bf7e34d0254ad4a77c3cdb917ec662_%E9%BB%98%E8%AE%A4logo.png,,购物,儿童用品,"儿童玩具,儿童服装,儿童饰品,儿童文具,儿童家居用品",,,,"zuru风格超独特，装修很吸睛。主打儿童玩具,儿童服装,儿童饰品,儿童文具,儿童家居用品产品超有趣，能给生活增添好多欢乐。人气单品更是让人爱不释手，好多人都在夸。不管是童心未泯的大朋友，还是充满好奇的小朋友，都超适合来这儿逛。一进店就像进入了一个奇妙世界，各种好玩意儿等你来发现，赶紧冲呀！ ",,,,
蔚来/NIO,84654,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6fb5fbc9f4344713b0cfc3c65b2495c3_a60a718a4f5962594b0b6c256e522d3a.jpeg,15203937518,购物,汽车销售,"电动汽车,汽车配件,汽车售后服务,汽车金融服务,智能汽车解决方案",4.3,￥371/人,收录6年好店,蔚来/NIO门店风格超有科技感，装修简约又大气。他家主打新能源汽车，每一款都颜值超高，性能更是没得说。像ES6就很受欢迎，外观时尚，内饰精致。坐进去感觉超棒，智能配置超贴心。不管是追求科技感的年轻人，还是注重品质出行的小伙伴，都能在这里找到心仪座驾。快来蔚来门店感受未来出行的魅力吧！ ,,,,
织布改衣,84659,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/186b93e5a7a34408a9c7e272e9dae16b_%E7%99%BD%E8%89%B2logo.jpeg,18339969312,生活服务,裁缝服务,"织布,改衣",,,,织布改衣主打各种织布和改衣服务。店铺风格简约又温馨。装修特色是挂满了各种布料样品，超有感觉。人气单品就是能把旧衣改得超时尚！好多人都来这改衣服，手艺超赞👍。不管是日常衣物还是特殊场合的服装，都能在这里焕然一新。适合爱时尚又想让衣物更独特的宝子们，冲就对啦！ ,,,,
猛士临时,84665,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/457c542cc62f49ee9c47703ce07388a4_%E9%BB%98%E8%AE%A4logo.png,,购物,汽车销售,"汽车及相关用品,汽车配件,汽车内饰,汽车外观改装件,汽车保养用品",,,,"猛士临时风格独特，装修很有个性，一进去就感觉超吸睛。主打汽车及相关用品,汽车配件,汽车内饰,汽车外观改装件,汽车保养用品超有特色，能让人眼前一亮。人气单品更是不容错过，好多人都在抢。",,,,
BVLGARI BEAUTY,84671,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c6ed4f3489e04051b7d8ab04de9cf253_BVLGARI%20BEAUTY.jpeg,,购物,化妆品,"香水,护肤品,彩妆,美妆工具,香氛蜡烛",4.3,￥17653/人,,BVLGARI BEAUTY店铺风格超有格调，装修精致奢华。他家主打美妆产品，从香水到护肤品，每一款都散发着高级感。像经典的大吉岭茶香水，清新又迷人，人气超高👏。很适合追求品质生活、热爱精致妆容的宝子们。走进店里，仿佛置身于时尚与美的殿堂，轻松就能找到适合自己的那一款美妆好物，快来种草吧！ ,,,,
橘素,84673,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/54c910cd7d35450e8b0cc538189d3add_%E9%BB%98%E8%AE%A4logo.png,,购物,化妆品,"护肤品,彩妆,香水,美容工具,个人护理产品",,,,橘素主打各种精致小物，店铺风格简约又清新🌿。装修超有氛围感，一进去就爱了😍。人气单品超多，像独特设计的饰品，戴上超吸睛👀。还有可爱的文具，让人忍不住剁手🛒。很适合追求个性、喜欢小清新风格的宝子们哦，来这逛逛，总能找到心仪的好物😘！ ,,,,
Hermes Beauty,84674,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/fcbdb17c22894b0db681982b89b9229b_Hermes%20Beauty.jpeg,,购物,化妆品,"口红,香水,眼影,粉底液,护肤品",3.8,,,Hermes Beauty店铺风格超有格调，装修精致奢华。主打产品那叫一个绝，从护肤到彩妆，每一款都尽显高端品质。人气单品更是多到挑花眼，像经典口红，颜色超正，显气质又高级。无论是追求精致妆容的美妆达人，还是注重肌肤保养的小仙女，都能在这里找到心头好，赶紧冲！ ,,,,
Champion,84679,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0e8fcb0240514ba2966f0b926a84828a_%E9%BB%98%E8%AE%A4logo.png,,购物,运动休闲,"运动休闲服装,运动鞋,运动背包,运动帽,运动手套",3.5,￥880/人,,Champion店铺风格超有活力，装修简约又时尚。主打产品是各种超舒适的运动休闲服饰，T恤、卫衣、运动裤都超赞。人气单品更是多到挑花眼，像经典的logo卫衣，穿上秒变街头潮人。面料舒服，款式百搭，不管你是运动爱好者还是时尚弄潮儿，都能在这里找到心头好，赶紧冲！ ,,,,
HOKA,84680,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/59e4f60b60db4765bf9e3ad59e1910de_%E9%BB%98%E8%AE%A4logo.png,13027608580,购物,运动用品,"运动鞋,运动休闲服饰,运动背包,运动水壶,运动护具",3.5,,,HOKA主打运动休闲风，店铺装修简约又大气。人气单品超多，像Clifton系列跑鞋，脚感超舒适，轻量缓震，跑起来超带感。他家鞋子颜值也高，日常出街穿超吸睛。不管你是运动达人，还是想找双舒适好搭的鞋子，HOKA都能满足你，穿上它，开启活力满满的生活~ ,,,,
朱炳仁.铜,84681,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/63302a23707d479cad9c02d3bb0aa051_%E9%BB%98%E8%AE%A4logo.png,,购物,饰品,"铜质工艺品,铜质饰品,铜质摆件,铜质餐具,铜质家居用品",4.6,￥495/人,,朱炳仁.铜一进店就被那独特的铜艺风格吸引，各种精美的铜制品闪耀着独特光泽✨。他家主打铜工艺品，从摆件到饰品，每一件都超有质感。人气单品“铜雀台”造型独特，工艺精湛。适合喜欢传统文化、追求独特家居装饰的宝子们。在这里，能感受到传统铜艺与现代美学的完美融合，真的太好逛啦！ ,,,,
爪爪娃娃机,84684,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4a93388736f54387bc56bef3dd90bd47_ddcd33d13cd1f0325faaaf1c64a334e0.jpeg,17630009349,休闲娱乐,"电子游戏,抓娃娃",爪娃娃机游戏服务,4,￥52/人,郑州娃娃屋销量榜第1名,爪爪娃娃机一进去满眼都是可爱的娃娃机。店铺风格童趣满满，装修得像梦幻游乐场🎠。他家主打各种娃娃机，爪子超灵敏。人气单品就是那些超萌的玩偶🧸，好多人都为了抓到它们疯狂。不管是小朋友还是大朋友，都能在这找到快乐。快冲，来这实现抓娃娃自由😜！ ,,,,
OETZI,84685,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ceead8d534514da296e056fade6f5365_OETZI.jpeg,17319792655,购物,"鞋履,箱包","鞋子,箱包",3.5,￥1369/人,,OETZI风格独特，装修很有个性。主打产品超赞，品质超棒。人气单品更是让人眼前一亮😍。衣服款式多样，时尚又百搭，不管是日常出街还是参加聚会都能轻松hold住。适合追求个性、热爱时尚的宝子们👏。每次逛都能挑到心仪的好物，赶紧冲呀！ ,,,,
RE'VAN,84689,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/912e1f2b271f4fd692db300760f39a11_7debe0616a39136d24110395e15938a4.jpeg,18703634054,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装定制（如有）",3.5,￥2123/人,收录2年好店,RE'VAN的风格超独特，装修很有个性，一进去就被吸引。他家主打时尚潮流服饰，设计感满满。人气单品超多，像一些独特剪裁的上衣、个性十足的裙子，穿上瞬间气场两米八！很适合追求时尚、喜欢展现个性的宝子们。每次逛都能挑到心仪的，狠狠爱住，赶紧冲！ ,,,,
Maje,84690,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/2af274347b5c47729c9c82a95e120a1e_40fbe3911c74d8259a91e6e7b0b81bde.jpeg,13526742215,购物,精品,"女装,女鞋,女包,配饰,服装搭配建议",3.5,￥3147/人,,Maje风格超迷人，优雅又带点小个性。店铺装修精致有格调，一进去就爱了。主打产品超赞，像经典的连衣裙，剪裁超棒，面料质感绝绝子。人气单品那更是多到挑花眼，穿上瞬间提升气质。不管是职场丽人还是时尚辣妹，都能在这找到适合自己的美衣，分分钟美出新高度，赶紧冲！ ,,,,
HLA,84692,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3d5137a3a1ed4f9ca2d3383421053a03_%E9%BB%98%E8%AE%A4logo.png,,购物,男装,"男士服装,男装配饰,男装定制服务,男装搭配建议,男装清洗保养服务",3.5,￥670/人,建业凯旋广场服饰鞋包人气榜第10名,"HLA风格简约大气，装修超有质感。主打男士服装,男装配饰,男装定制服务,男装搭配建议,男装清洗保养服务，款式超丰富。人气单品那可太多啦，像经典的白衬衫，简约又百搭，怎么穿都好看。他家衣服质量超棒，面料舒适。无论是职场通勤还是日常出街，都能在这里挑到合适的。适合追求品质、时尚感在线的宝子们，快冲！ ",,,,
Sandro,84693,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1ad7451e1e3f40a6a99ba4d7764551b0_98aea876551c74d6daf0d10ea6b860df.jpeg,18539996260,购物,精品服饰,"服装,鞋履,配饰",3.9,￥1503/人,,Sandro店铺风格超有质感，装修简约又时尚。主打产品超赞，衣服设计感满满，剪裁合身，尽显优雅气质。人气单品超多，像经典的小香风外套，穿上瞬间提升气场。无论是职场丽人还是时尚潮人，都能在这里找到心头好。每次逛都忍不住剁手，真的太爱啦！😍 ,,,,
ZLL,84694,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c095a7e632e74de9bf51661fc6fea1a7_a1e81b207660b3cdae6c12a218b9ee7d.jpeg,18768896641,购物,"鞋履,箱包","鞋子,箱包",3.5,￥428/人,,"ZLL风格独特，装修超吸睛。主打鞋子,箱包超赞，品质超棒。人气单品更是让人爱不释手，好多人都被圈粉啦！不管是时尚弄潮儿，还是追求个性的小伙伴，都能在这里找到心头好。逛一圈下来，真的会被狠狠种草，赶紧冲去 ZLL 感受一番独特魅力吧！ ",,,,
ARIOSEyears,84788,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3ec1192152d3481fb6061ea85afa7bea_c43b0c4ce3e68f01b4f80dcbe3f01826.jpeg,15517561219,购物,女装,"女装,连衣裙,上衣,裤子,配饰",3.5,￥31/人,,ARIOSEyears风格超独特，装修超有氛围感✨。主打好多美美的衣服👗，从日常出街到正式场合穿搭都能搞定。人气单品超多，比如它家的碎花裙，穿上就是甜美的小仙女🧚‍♀️。衣服质量也不错，版型很正。适合追求时尚、喜欢甜美风的姐妹们👭，来这儿逛一圈，轻松挑到心仪美衣，分分钟变身时尚焦点😎。 ,,,,
ARIOSEyears,84788,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3ec1192152d3481fb6061ea85afa7bea_c43b0c4ce3e68f01b4f80dcbe3f01826.jpeg,15517561219,购物,女装,"女装,连衣裙,上衣,裤子,配饰",3.5,￥31/人,,ARIOSEyears的衣服风格超赞，有甜美风、简约风等，满足不同喜好。店铺装修精致，像走进梦幻衣橱。人气单品超多，比如小裙子，面料舒服，剪裁超棒，穿上秒变公主。还有各种配饰，搭配起来绝绝子。不管是学生党还是上班族，都能在这里挑到心仪的衣服，轻松美出新高度，赶紧冲！ ,,,,
犀有物种,84790,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d39092614099477da48184532781bb38_%E9%BB%98%E8%AE%A4logo.png,,购物,"配饰,杂货","项链,手链,耳环,戒指,杂货",3.9,,,"犀有物种的装修超有特色，充满奇思妙想。主打各种项链,手链,耳环,戒指,杂货，风格多样，萌趣又酷炫。人气单品多到挑花眼，每一个都超吸睛。不管你是潮玩爱好者，还是想找特别礼物，来这准没错！店员超热情，会耐心给你介绍。逛一圈下来，感觉自己掉进了一个创意满满的小世界，真的太好逛啦！😜 ",,,,
本涩,84792,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c8f02e828a804c9487c4de01f1ddb5ac_fa0434ae586b6cfad64212d89385e5a1.jpeg,15286831319,购物,女装,"女装,连衣裙,上衣,裤子,外套",3.5,￥909/人,,本涩风格独特，装修超有氛围感✨。主打各种时尚美衣，款式超多。人气单品更是一绝，上身超好看。衣服质量也很棒，面料舒适。无论是日常出街还是参加聚会，在这里都能挑到合适的。适合追求个性时尚的姐妹们👩，来这逛一圈，轻松get独特穿搭，分分钟变身时尚焦点！ ,,,,
ZUCZUG,84808,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/f3e185aef10f42f3b98f4e1a541ffaca_690db7543f527fa4ee1370dd2cd07690.jpeg,18736000021,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装定制（如有）",3.5,,,ZUCZUG的风格简约又时尚，装修也很有特色，陈列超有品味。主打产品涵盖服装、配饰等，每一件都质感满满。人气单品更是让人眼前一亮，比如简约的白衬衫，版型绝绝子。不管是上班族追求的通勤穿搭，还是年轻人日常出街凹造型，在这里都能找到合适的。来 ZUCZUG，轻松get 时尚单品，变身时髦精✨ ,,,,
谭木匠,84809,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5d41deccb8434f0aa2a88ec3c00acb07_690db7543f527fa4ee1370dd2cd07690.jpeg,18137852860,购物,饰品,"梳子,木镜,发簪,木盒,牛角梳",3.6,￥309/人,收录2年好店,谭木匠的梳子超赞👍，材质温润，工艺精细。店铺风格古色古香，装修典雅，一进去就感觉超有韵味。像他家的气囊梳，用起来超舒服，能有效减少掉发。还有各种精美的发簪、发饰，款式多样，美到爆😍。无论是给自己买，还是送长辈，都特别合适，简直是宝藏店铺，快来种草吧！ ,,,,
