,店铺名称,store_id,所属品牌,店铺地址,营业时间,店铺电话,会员权益,店铺描述,店铺亮点,店铺评分,人均价格,适合就餐人数,适合场景,一级业态,二级业态,菜系,口味,辣度,设施,服务,环境,排队信息,店铺招牌,店铺图片,picture,
63,好彩猪肚鸡,84899,好彩猪肚鸡,郑州正弘城L8,10:00-22:00,17703841075,,"🥘宝子们，今天必须给你们种草一家超棒的店——好彩猪肚鸡！

一进店，就能感受到温馨又热闹的氛围。店内装修简约大方，木质桌椅搭配暖黄色灯光，超有氛围感✨

他家主打猪肚鸡，汤底浓郁鲜美，猪肚脆嫩，鸡肉紧实。先喝一口汤，瞬间暖到心窝，再涮上各种配菜，简直绝了😍 人气超高的胡椒猪肚鸡，胡椒味浓郁，超级开胃。

无论是家庭聚餐还是朋友小聚，这里都超合适。快来好彩猪肚鸡，一起享受美味吧😋

 猪肚鸡 美食探店 好吃到爆 ",金水区清热祛湿榜·第2名,4.7,¥77/人,"1-2人,3-4人,4-6人","情侣,家人,客户",餐饮美食,食品滋补,"食补滋补 燕窝,药膳煲汤","甜,咸鲜",不辣,"有停车场,有空调,有WIFI","宝宝椅,可在线预定","复古风,花园风,等位区,商场餐厅",,,,,
64,茉莉奶白,84900,茉莉奶白,郑州正弘城B1,10:00-22:00,17603912639,,宝子们，一定要试试茉莉奶白呀！他家门店装修超有特色，满满的清新国风感，让人一进去就心情超好。主打产品是各种创意茶饮，茶香与奶香完美融合。人气单品茉莉奶绿，入口先是淡雅茉莉香，接着奶香醇厚，清爽解腻。还有茉莉初雪，颜值超高，雪顶搭配茶饮，口感层次丰富。不管是逛街累了想找个地方歇歇脚，还是和朋友小聚，来这喝上一杯都超合适，简直是茶饮爱好者的天堂，分分钟能把人拿捏住！ ,金冠好店,4.4,¥17/人,1-2人,"情侣,朋友,孩子",餐饮美食,茶饮果汁,"甜品饮品 奶茶,茶饮空间,下午茶","甜,酸甜",不辣,"有停车场,有空调,有WIFI",可在线预定,"现代简约,明亮,浪漫",,,,,
65,妙妙梅,84901,妙妙梅,郑州正弘城L7,10:00-22:00,15035259257,," 🍓妙妙梅，一口酸甜，满是惊喜！

宝子们，发现一家超棒的店👉妙妙梅！

他家主打各种梅子制品，店铺风格清新自然，装修超有特色，满满日系风情。

人气单品超多，像酸甜可口的青梅酒，入口醇厚，回味悠长；还有蜜渍青梅，颗颗饱满，甜中带酸，超开胃！

适合喜欢酸甜滋味的宝子们。无论是追剧时来上一包，还是聚会时与朋友分享，都超合适！真的一口爱上，快来尝尝吧😋。 ",,,,1-2人,"情侣,孩子",餐饮美食,,,,不辣,,,,,,,,
66,用心,84908,ROIIN,郑州正弘城L7,10:00-22:00,19137609885,,"真实身份核验：
全国连锁品牌郑州首店（2023年11月进驻），大众点评西餐热门榜TOP2，主厨团队由上海外滩系厨师坐镇
招牌认证：官方公众号可查郑州店菜单&活动，抖音直播间常推套餐
暴击灵魂的郑州特供：
🔥 山葵低温牛舌——
▫️ 厚切澳洲牛舌48小时低温慢煮，配现磨山葵+焦糖凤梨，辛辣果香爆破味蕾
🔥 新密卷尖烩饭——
▫️ 河南非遗新密卷切丝入烩饭！帕玛森芝士裹住溏心蛋，中西混血暴击
🔥 胡辣汤舒芙蕾——
▫️ 山药泥+黑松露替代胡辣汤淀粉感，舒芙蕾蓬如云朵，撒现磨花椒粉提神
把仪式感玩成行为艺术：
✔️ 免费姓名字母灯牌+手写菜单（日期/纪念日烫金打印）
✔️ 主厨盲桌 「今日菜市场」（￥488/位）开盒见河南铁棍山药+中牟紫皮蒜
✔️ 鲜切花束伴餐，离店可带走🌹",郑州牛排热门榜·第2名,4.7,¥130/人,"1-2人,3-4人","情侣,家人,孩子",餐饮美食,西餐,"西餐 意大利餐,牛排馆","辣,酸辣",中辣,"有停车场,有WIFI,商场公共卫生间","纸巾提供,宝宝椅","有卡座,等位区,商场餐厅",,,,,
67,荣先森,84910,荣先森·福建小馆,郑州正弘城L7,10:00-22:00,15713811226,,"😍宝子们，一定要来试试荣先森！这是一家超有特色的店✨。

它家主打福建菜，味道超正宗👍。店铺风格很有闽南风情，装修古色古香，让人仿佛穿越到了老厦门。

人气单品超多，像荔枝肉，外酥里嫩，酸甜可口，一口就爱上😍；还有姜母鸭，香气扑鼻，鸭肉鲜嫩。

这里适合喜欢吃闽菜的宝子们，不管是家庭聚餐还是朋友小聚，都超合适。服务员态度也超好，会贴心介绍菜品。总之，荣先森真的绝绝子，来了就不想走，赶紧冲呀🎉！ ",金冠好店,4.4,¥75/人,"3-4人,4-6人,6-10人,10人以上","情侣,家人,客户",餐饮美食,江浙菜,江浙菜,"酸,咸,辣,酸辣",中辣,"有包厢,有空调,有WIFI,有大桌","宝宝椅,可在线预定","有卡座,等位区,包厢,商场餐厅",,,,,
68,熹物煮物,84912,熹物煮物,郑州正弘城B1,10:00-22:00,15518633875,,"宝子们，今天给你们种草一家超棒的店——熹物煮物！

一进店，独特的装修风格就超吸睛，满满的日式风情，让人仿佛置身东京街头。

他家主打各类煮物，食材新鲜得没话说。招牌寿喜锅，汤汁浓郁香甜，涮啥都好吃。还有超人气的关东煮，每一口都能感受到食材的本味。

无论是忙碌一天后想犒劳自己，还是和朋友小聚，熹物煮物都超合适！店员热情周到，服务贴心。在这里，能尽情享受煮物带来的温暖与美味，真的太赞啦，赶紧冲！ ",,3.6,¥20/人,"1-2人,3-4人","情侣,家人,孩子",餐饮美食,小吃快餐,串串香,"辣,酸辣",中辣,"有停车场,有空调,有WIFI","纸巾提供,可在线预定","安静,热闹,明亮",,,,,
69,牧寻脯,84913,牧寻脯,郑州正弘城B1,10:00-22:00,18203636775,," 被同事追着问的宝藏零食铺——牧寻脯😍

宝子们，挖到一家超棒的零食店👉牧寻脯！他家装修超有特色，满满的ins风，拍照超好看📸。

主打各种美味脯类零食，肉脯、果脯啥的都有。人气单品肉脯，肉质紧实有嚼劲，口味超多，原味咸香、蜜汁甜润，每一口都超满足😋。果脯也很绝，酸酸甜甜，保留了水果的原汁原味。适合咱这种爱吃零食又爱拍照的吃货呀！每次去都忍不住囤好多，和同事、朋友分享，大家都赞不绝口👍。赶紧冲！ ",,3.4,,1-2人,"情侣,朋友,一个人",餐饮美食,熟食熏酱,炸鸡炸串,"咸,辣,酸甜",中辣,"有停车场,有空调,有WIFI,商场公共卫生间","纸巾提供,可在线预定","景观位,安静,明亮,商场餐厅",,,,,
70,EDMI PATISSERIE,84914,EDMI PATISSERIE,郑州正弘城B1,10:00-22:00,15333832599（店内电话）,,"🎂宝子们，一定要来EDMI PATISSERIE呀！

✨这家店的装修超有氛围感，精致又浪漫，一整个爱住！

🥧主打各种高颜值甜品，每一款都像艺术品。像他们家的招牌千层，饼皮超薄，内馅丰富，一口下去超满足。还有可爱的小蛋糕，造型萌趣，味道更是绝绝子。

👭很适合小姐妹聚会或者下午茶时光来打卡。在这里拍照超好看，随便一拍都能出片。甜品控们千万不要错过，快来享受这份甜蜜与美好吧！ ",正弘中心面包蛋糕甜品口味榜·第2名,4.4,¥35/人,"1-2人,3-4人","情侣,家人,孩子",餐饮美食,面包甜点,"甜品饮品 奶茶,布丁,糕点","甜,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间",可在线预定,"安静,明亮,商场餐厅",,,,,
71,阿上,84915,阿上阿上麻辣香锅&米辣烫,B1,10:00-22:00,19838082131,,"🍲阿上阿上郑州正弘城店｜麻辣香锅×米辣烫の邪教混战！重口党速跪🧎♂️
真实背景核查：
品牌地位：京津冀知名连锁（全国400+店），郑州首店2024年3月登陆正弘城6楼，大众点评「麻辣香锅热门榜」周冠
模式创新：双档口运营—「香锅区」爆炒明档×「米辣烫区」猪骨汤底自选台，一店双吃
暴风吸入指南：
🔥 麻辣香锅核弹区——
▫️ 香辛料玄学：四川汉源花椒+贵州子弹椒现焙现舂，腐乳+醪糟秘制酱是灵魂
▫️ 必加邪物：泡椒牛肉丸（爆汁预警）、炸蛋（吸辣汁赛过海绵）、招牌肥肠（卤后炸出脆皮）
▫️ 自选价：荤菜¥6.8/两｜素菜¥3.8/两｜秘制酱另加¥3
🔥 米辣烫温柔乡——
▫️ 汤底黑科技：豫东辣椒+猪骨熬出琥珀汤，敢选中辣店员鞠躬劝退🌶️
▫️ 隐藏CP：荆芥叶+焦炸素丸子，泡汤三秒脆软双杀！",金水区麻辣烫热门榜·第2名,4.1,¥29/人,"1-2人,3-4人","情侣,朋友,同事",餐饮美食,"粤菜,川菜","酸辣粉,麻辣香锅","辣,酸辣",中辣,"有停车场,有空调,有WIFI,商场公共卫生间","无障碍洗手间,宝宝椅,可在线预定","花园风,有卡座,商场餐厅",,,,,
72,用心外摆,84919,用心外摆,郑州正弘城L7,10:00-22:00,,," 被这家店的外摆狠狠拿捏了🤌
🏠店名：用心外摆

这家店的外摆真的太绝啦！一整个爱住💕

店铺风格简约又时尚，外摆区布置得超有氛围感。绿植、鲜花点缀其中，桌椅摆放错落有致，让人感觉特别惬意。

人气卖点就是这精心打造的外摆空间啦，很适合和朋友来这儿小聚，拍拍照，享受悠闲时光📸。不管是上班族下班后想放松，还是学生党周末想找个好去处，这里都超合适。坐在外摆区，点上一杯饮品，能瞬间忘却所有烦恼~快来感受这份独特的美好吧😉 ",,,,,,餐饮美食,,,,不辣,,,,,,,,
73,VOLAGELATAO,84920,VOLAGELATAO意大利手工冰淇凌,郑州正弘城B1,10:00-22:00,15838040411,,"VOLAGELATO郑州正弘城店｜意大利空运的gelato自由！🇮🇹舌头秒穿特雷维喷泉
颠覆味蕾的暴击操作：
🔥 每日现做·稀有款抢破头
▫️ 中东香料巧克力：伊朗藏红花+西西里黑巧，微咸带药香（每日限5份）
▫️ 伦巴第野莓酸奶：树莓/蓝莓手捣果浆+帕尔马乳酸菌，酸感穿透天灵盖
▫️ 郑州特供胡辣汤味（真·试过！）——牛骨汤冻+香料粉，撒肉丸脆粒还原方中山魔性余韵
工艺卷死同行の硬核证据：
✔️ 脂肪含量≤6%：比普通冰淇淋低3倍，减肥党狂炫无负罪感
✔️ -28℃超高速凝冻：空气含量＜35%（哈根达斯≈50%），口感密实如啃奶酪
✔️ 石头搅拌器镇店：托斯卡纳原石雕凿搅拌缸，低温慢搅锁住风味
买椟还珠级体验：
▪️ 蛋筒现烤焦糖边！撒开心果碎/迷迭香逼死选择困难症
▪️ 试吃勺豪横给整球（店员：“尝完不买算我输！”）
▪️ 墙上挂意大利气象站屏幕：实时播报原料产区温度/湿度
",金水区冰淇凌好评榜·第7名,4.1,¥30/人,"1-2人,3-4人","情侣,朋友,孩子",餐饮美食,"茶饮果汁,冰淇凌","冰淇淋,冰粉,酸奶果碗","甜,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","纸巾提供,无障碍洗手间,可在线预定","明亮,亲子友好,放松随意,商场餐厅",,,,,
74,M-STAND,84923,M-STAND,郑州正弘城L4,10:00-22:00,13816995634,,☕M-STAND真的太好逛啦！一进店就被它简约又高级的装修风格吸引，水泥色墙面搭配木质桌椅，超有质感。他家主打咖啡和甜品，每一款都颜值超高！人气单品燕麦曲奇拿铁，燕麦香气浓郁，咖啡醇厚，口感超赞。还有咸蛋黄千层，咸甜交织，一口惊艳。无论是上班族来这享受惬意的下午茶时光，还是小姐妹聚会聊天，M-STAND都超合适。在这里，能感受到独特的咖啡文化氛围，真的会让人忍不住种草，来了还想来！ ,,4.2,¥30/人,1-2人,"朋友,同事,一个人",餐饮美食,"咖啡,茶饮果汁","咖啡茶馆 精品咖啡,手冲咖啡,咖啡简餐","甜,苦",不辣,"有停车场,有空调,有WIFI,商场公共卫生间",可在线预定,"复古风,有卡座,商场餐厅",,,,,
75,欢囍花生,84926,欢囍花生,郑州正弘城B1,10:00-22:00,15301766325,,"🎉宝子们，今天要给你们种草一家超有特色的店——欢囍花生！

🌿它家店铺风格超独特，充满了文艺复古气息。装修特色满满，各种精致的小摆件，让人仿佛穿越到了过去。

🥜主打产品当然是花生啦，口味多样，每一种都香到爆！人气单品更是多到数不过来，像焦糖味花生，甜香交融；麻辣味花生，刺激过瘾。

😋不管你是追剧小零食爱好者，还是聚会时想找美味小吃的，欢囍花生都超适合！吃一口就停不下来，赶紧冲去尝尝吧！ ",,3.9,¥50/人,1-2人,"家人,朋友,一个人",餐饮美食,其他美食,干果,"咸,辣,甜咸",不辣,"有停车场,有空调,有WIFI","纸巾提供,无障碍洗手间","复古风,有卡座,安静,放松随意",,,,,
76,佟源记,84928,佟源记炸肉,郑州正弘城B1,10:00-22:00,18842884275,,"🥩佟源记真的太绝啦！他家主打各种肉肉，一进店就被那新鲜的肉香勾住了魂😋。店铺风格简约又大气，装修很有特色，灯光暖黄，让人感觉超温馨。

人气单品那可太多啦，他家的招牌里脊肉串，外酥里嫩，咬一口滋滋冒油，香得不行！还有大鸡排，个头超大，肉质超嫩。不管是小朋友还是大朋友，都对这儿爱得不行💕。每次路过都得买上几串，边逛边吃，简直美滋滋！宝子们一定要来尝尝呀！ ",银冠好店,4.2,¥20/人,"1-2人,3-4人","情侣,家人,朋友",餐饮美食,小吃快餐,炸鸡炸串,"咸鲜,酸辣",微辣,"有停车场,有空调,有WIFI","纸巾提供,可在线预定","复古风,有卡座,靠窗,安静",,,,,
77,火啫啫,84930,火啫啫·粤式啫啫煲,郑州正弘城L8,10:00-22:00,15137774122,," 🔥啫啫星人集合！这家火啫啫绝了
被朋友拉着来吃这家火啫啫，结果被狠狠种草！

店里装修超有特色，暖黄灯光搭配木质桌椅，营造出温馨的氛围。

他们家主打啫啫煲，各种食材在砂锅里滋滋作响，香气扑鼻。招牌啫排骨，肉质鲜嫩多汁，骨头都带着香味。啫生菜也很绝，保留了蔬菜的脆爽，还吸饱了酱汁的味道。

不管是家庭聚餐还是朋友小聚，来这都超合适。店员热情周到，服务超贴心。宝子们，一定要来尝尝！

📍[店铺地址] ",金水区粤菜打卡人气榜·第5名 ,4.6,¥59/人,"1-2人,3-4人,4-6人,6-10人,10人以上","情侣,家人,朋友,客户",餐饮美食,粤菜,"粤菜,广东火锅","辣,咸鲜,酸辣",中辣,"有停车场,有包厢,有空调,有WIFI","扫码点餐,纸巾提供,可在线预定","复古风,花园风,有卡座,等位区,靠窗,商场餐厅",,,,,
78,23°不太冷椰子鸡,84931,23°不太冷椰子鸡,郑州正弘城L7,10:00-22:00,15236306037,,"🥥宝子们，一定要来尝尝 23°不太冷椰子鸡！

这家店装修超有特色，满满的海岛风情，一进去就像置身热带🌴。主打椰子鸡，汤底都是用新鲜椰子水做的，清甜无比。鸡肉鲜嫩，搭配特制蘸料，绝了！

他们家的人气单品竹笙椰子鸡，竹笙吸饱了汤汁，口感超丰富。还有各种特色配菜，都很新鲜。适合情侣约会、朋友聚餐~在这里既能享受美食，又能感受独特氛围，真的太棒啦👏，快来试试吧！ ",,4.6,¥99/人,"1-2人,3-4人","情侣,家人,朋友,孩子",餐饮美食,火锅,广东火锅,"咸鲜,酸辣",微辣,"有停车场,有空调,有WIFI","扫码点餐,免费热水,纸巾提供",商场餐厅,,,,,
79,王春春鸡汤饭,84935,王春春鸡汤饭,郑州正弘城B1,10:00-22:00,17627255282,,"😍宝子们，今天必须给你们种草王春春鸡汤饭！

这家店的装修超有特色，暖色调灯光搭配木质桌椅，营造出温馨又舒适的用餐氛围。

他家主打鸡汤饭，那鸡汤鲜香浓郁，米饭粒粒饱满，吸满汤汁后一口下去，简直绝了！鸡肉鲜嫩多汁，配菜丰富爽口。

人气单品鸡汤饭真的太赞，浓郁的鸡汤香气扑鼻，每一口都能感受到满满的诚意。很适合上班族忙碌一天后来补充能量，也适合学生党享受一顿美味又营养的餐食。快来王春春鸡汤饭，开启舌尖上的美味之旅吧！ ",金冠好店,4.1,¥29/人,"1-2人,3-4人","家人,朋友,同事",餐饮美食,小吃快餐,"面食米粉 刀削面,担担面,米线,小面","咸鲜,甜咸,酸辣",微辣,"有停车场,有空调,有WIFI","纸巾提供,无障碍洗手间,可在线预定","热闹,放松随意,商场餐厅",,,,,
80,陈麻婆,84942,陈麻婆豆腐,郑州正弘城L7,10:00-22:00,17656215217,,"🌶️宝子们，今天必须给你们种草“陈麻婆”！

他家主打川菜，一进店，浓郁的川味就扑鼻而来。店内装修古色古香，红灯笼、木质桌椅，满满川蜀风情。

麻婆豆腐那叫一个绝，豆腐鲜嫩，麻辣鲜香，拌饭超赞！还有回锅肉，色泽红亮，肥而不腻。适合喜欢吃辣、钟情川菜的宝子们。不管是家庭聚餐还是朋友小聚，来这都超合适。每次去都人满为患，味道真心没得说，吃一次就忘不了，赶紧冲呀！ ",郑州麻婆豆腐菜品榜第2名,4.5,¥84/人,"1-2人,3-4人","情侣,家人,朋友,同事",餐饮美食,川菜,川菜,"辣,咸鲜",不辣,"有包厢,有空调,有WIFI,有大桌","扫码点餐,宝宝椅","有卡座,商场餐厅",,,,,
81,眷茶臻选,84948,眷茶臻选,,10:00-22:00,,,宝子们，今天必须给你们种草眷茶臻选😍！他家主打产品超丰富，各种特色茶饮让人欲罢不能。店铺风格简约又时尚，装修很有格调，进去就感觉超舒服😌。人气单品更是多到挑花眼，像[具体人气单品]，味道绝绝子！好多人都为它疯狂打 call🤩。不管你是奶茶控还是想找个惬意的地方喝杯饮品，眷茶臻选都超合适。店员态度也超热情，服务超贴心👏。快拉上小姐妹一起冲呀，去感受这份独特的美味！ ,,,,,,餐饮美食,,,,不辣,,,,,,,,
82,一个贝果,84950,一个贝果,郑州正弘城B1,10:00-22:00,18530006033,," 一口咬下，满满的幸福感 | 一个贝果🥯
宝子们，发现一家超赞的贝果店——一个贝果！他家装修简约又温馨，满满ins风，拍照超好看📸

主打各种口味贝果，每一款都超绝！全麦贝果健康低卡，嚼劲十足；巧克力贝果内馅浓郁，甜苦交织，好吃到跺脚！人气超高的还有贝果三明治，食材新鲜，搭配超丰富，一口下去超满足😋

无论是早餐想换个花样，还是下午茶嘴馋，来这买个贝果都超合适！上班族、学生党快来冲，绝对能成为你的心头好💕 。 ",金水区健康减脂餐榜第8名,4,¥21人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,面包,甜,不辣,"有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
83,朴饱饱,84951,朴饱饱·韩式烤肉,郑州正弘城L8,10:00-22:00,17527620936,,"🔥朴饱饱韩式烤肉｜郑州正弘城6楼的“济州岛炮弹”! 韩国欧巴坐镇烤炉人均120元吃到扶墙🧎♀️
真实身份核验：
韩国血统认证：韩国母公司Seoul BBQ Group直营（国内首店），主厨金顺财为釜山烤肉大赛银奖得主，店内公示《食品原料通关单》及韩国合伙协议
数据背书：大众点评郑州韩国料理热门榜TOP9（2024.5更新），抖音团购月销8000+单
核弹级必吃暴击：
🥩 老母牛の尊严·护心肉套餐——
▫️ 选用南阳谷饲母牛护心肉（市面罕见），配真露烧酒梨汁腌足48小时，烤出焦糖脆边咬开飙肉汁
🧀 芝士牛肠地狱拼盘——
▫️ 韩国空运鲜牛肠塞马苏里拉，烤到金黄鼓泡剪开爆浆，店员吼“Money Inside！”助兴
🍚 光州炸弹拌饭——
▫️ 金枪鱼+腌苏子叶+流心蛋疯狂摇匀，海苔碎多到每口咔哧响
沉浸式韩疯体验：
✔️ 烤盘旁嵌 正宗蜂巢芝士！烤肉的油滴入融成琥珀拉丝
✔️ 小菜 12宫格无限续：酱蟹/泡菜/土豆泥（韩籍经理每周调校酸辣度）
✔️ 墙壁贴满 《请回答1988》剧照，播K-pop店员随时接歌热舞
💰 真实消费指南：
▪️ 人均120元｜抖音双人套餐228元含牛肠+护心肉+拌饭
▪️ 隐藏福利：学生证送蜂巢米酒｜拍照发Ins获赠酱蟹",郑州烤肉好评榜第6名,4.6,¥92人,1-2人,"情侣,朋友,一个人",餐饮美食,烧烤烤肉,烧烤烤肉 韩式烤肉,"辣,咸鲜",不辣,"有空调,有WIFI,明厨亮灶","扫码点餐,纸巾提供","商场餐厅,地铁直达",,,,,
84,古早万丹,84957,古早万丹传统台湾糕点,郑州正弘城B1,10:00-22:00,18800657974,," 古早万丹 | 一口回到童年✨

古早万丹家的糕点真的绝绝子！店里满满都是童年回忆的味道🎂。
店铺装修很温馨，满满当当的陈列让人幸福感爆棚。招牌车轮饼，外皮酥脆，内馅软糯，珍珠奶茶味超赞，一口下去，奶茶香在嘴里散开。还有芋泥奶酪球，芋泥绵密，奶酪细腻，甜度恰到好处。他家糕点都是当日现做，新鲜又美味。无论是小朋友还是大朋友，都能在这里找到属于自己的甜蜜。路过一定要来尝尝，保证你吃了还想吃😋！ ",连锁店,4.4,¥35人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,面包,甜,不辣,"有空调,有WIFI","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
85,王繁星面馆,84961,王繁星面馆,郑州正弘城L8,10:00-22:00,19525552913,,"宝子们，今天要给你们种草一家超棒的面馆——王繁星面馆😋！

一进店，就能感受到独特的风格，装修很有特色，让人感觉温馨又舒适。

他家主打各种美味面条，每一款都超赞👍！人气单品更是让人欲罢不能，面条劲道有嚼劲，汤汁浓郁鲜香。

不管你是上班族，忙碌一天后来这吃一碗热乎面，瞬间元气满满；还是学生党，想找个美味又实惠的地方，这里都超合适。总之，王繁星面馆就是能满足你味蕾的宝藏小店，赶紧冲呀👏！ ",郑州粉面馆好评榜第2名,4.3,¥41人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,面食米粉 刀削面,"咸,辣,咸鲜",不辣,"有空调,有WIFI,有大桌,明厨亮灶","扫码点餐,纸巾提供","复古风,现代简约",,,,,
86,六市口,84963,六市口老砂锅,郑州正弘城B1,10:00-22:00,17639061280,,"🍲六市口老砂锅｜郑州正弘城负一楼的“成都砂锅刺客”！人均25元烫嘴快乐


真实身份锁定：
成都血统认证：成都老牌砂锅连锁郑州首店（2024年4月进驻），扎根正弘城负一楼「食光里」美食街区，大众点评“麻辣烫/砂锅”类目周榜TOP10
性价比核弹：抖音爆款双人餐39.9元（一荤两素+米饭无限续），学生党打工人的碳水救星
砂锅里藏着的川魂暴击：
🔥 粉丝虾销魂锅——
▫️ 现剥鲜虾+秘制蒜蓉酱铺满表层，红薯粉吸饱汤汁后滑如绸缎，底部垫豆芽脆响解腻


🔥 番茄浓汤炸弹——
▫️ 新疆番茄熬出金沙质地，酸度炸裂！拌饭时疯狂戳溏心蛋，蛋液裹饭秒变熔岩瀑布

🔥 暗黑彩蛋·胡辣汤砂锅——
▫️ 郑州特供款！牛骨汤打底+方中山同款香料粉，撒现炸肉丸脆粒，本地人直呼魔性

后厨狠活肉眼可见：
✔️ 明档猛火灶台：砂锅直接怼喷枪加热，上桌时汤汁还在咕嘟翻滚（店员吼“小心烫嘴！”）
✔️ 小料台暗藏玄机：四川二荆条干碟+河南荆芥叶，混蘸解锁新大陆",郑州中心小吃快餐打卡人气榜第3名,4.2,¥25人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,砂锅菜,"咸,辣,咸鲜",不辣,"有停车场,有空调,有WIFI,明厨亮灶","扫码点餐,宝宝椅","等位区,地铁直达",,,,,
87,O＇EAT,84969,0’eatBistro&Gastronomg,郑州正弘城L7,10:00-22:00,15517810727,,"O’eat Bistro & Gastronomy｜郑州正弘城7楼的“法式慢生活实验室”！人均150元吃出巴黎街角松弛感🇫🇷
🔍 真实身份核验
首店光环：2024年进驻正弘城7层L714铺（“正弘之眼”观景平台旁），华中地区首家门店，稳居大众点评“郑州西餐热门榜TOP1”
。
血统认证：源自欧洲的休闲餐饮品牌，主打“Bistro+Gastronomy”双模式（精致小酒馆×创意正餐），店内公示欧盟食材溯源证书
。
🌟 味蕾核爆点
🔥 仪式感暴击·无花果叶烟熏春鸡——
▫️ 现场桌边表演烟熏开箱！苹果木熏香渗入皮肉，搭配百里香烤南瓜，鸡肉嫩到飙汁，烟熏腊香回味悠长

。
🔥 碳烧丹佛牛排——
▫️ 澳洲谷饲牛排2000℃高温炙烤，焦脆外壳锁住粉红肉芯，上桌时烤盘滋响，肉香炸裂
。
🔥 手撕鸡肉瀑布三明治——
▫️ 溏心蛋液+蒜香手撕鸡倾泻而下，酥脆酸面包兜住瀑布，一口咬出三重口感暴击
。
🍨 蜂巢冰淇淋配牛奶冻——
▫️ 焦糖蜂巢现场敲碎！混搭丝滑奶冻+香草冰淇淋，冰火脆绵四重奏
。
🎨 氛围感拿捏术
✔️ 绿植环绕的欧式剧场：复古砖墙+鲜花餐桌+暖黄吊灯，落地窗直面“正弘之眼”夜景，秒出《午夜巴黎》胶片感大片

。
✔️ 开放式厨房Live秀：厨师在绿植橱窗后现做提拉米苏，咖啡拉花师表演天鹅雕花
。
✔️ 隐藏彩蛋：晚8点后切换酒吧模式，自然酒单含小众意大利橙酒，配西班牙5J火腿拼盘
。
",郑州西餐热门榜第1名,4.6,¥110人,1-2人,"情侣,朋友,一个人",餐饮美食,西餐,西餐 意大利餐,"咸,咸鲜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,景观位",,,,,
88,周黑鸭,84972,周黑鸭,郑州正弘城B1,10:00-22:00,17814555086,,"😍宝子们，一定要来尝尝周黑鸭呀！

走进店里，就能闻到那股超诱人的卤香味。他家主打各种卤味，鸭脖、鸭翅、鸭锁骨啥的，每一样都卤得超级入味😋。店铺风格简洁明了，摆放得整整齐齐。人气单品那可太多啦，鸭脖肉紧实有嚼劲，啃起来超带感；鸭翅连骨头都香得很，嗦一口超满足。不管是追剧的时候，还是嘴馋的时候，来上一份周黑鸭，简直美滋滋！上班族、学生党，爱吃卤味的宝子都给我冲🐛！ ",连锁店,4.1,¥27人,1-2人,"情侣,朋友,一个人",餐饮美食,熟食熏酱,卤味鸭脖,"咸,咸鲜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
89,麒麟大口茶,84975,麒麟大口茶,郑州正弘城B1,10:00-22:00,15303715201,," 一口爱上💖麒麟大口茶
宝子们，一定要来试试麒麟大口茶！

他们家主打各种特色茶饮。店铺风格清新简约，装修很有个性，让人一进店就感觉超舒服😌。

人气单品麒麟大口茶，茶味浓郁，香气扑鼻，喝一口就被惊艳到😍。还有草莓炸弹牛乳茶，满满的草莓果肉，搭配醇厚牛乳，口感丰富。

不管是逛街累了想找个地方歇脚，还是和朋友聚会，来这儿买上一杯都超合适👍。爱喝奶茶的宝子千万不能错过，保证你喝一次就会爱上，赶紧冲呀！ ",郑州饮品好评榜第7名,4.4,¥15人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有空调,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
90,趁热集合,84976,HOTCRUSH趁热集合·现烤面包,郑州正弘城B1,10:00-22:00,19903773895,," 🔥趁热集合 | 一口甜到心巴上的宝藏烘焙店
宝子们，发现一家超赞的烘焙店——趁热集合🎉！

店里装修简约时尚，满满ins风，随手一拍都很出片📸。

他们家主打各种创意烘焙，人气单品爆浆麻薯，一口咬下，糯叽叽还会爆浆，超满足😋；还有奥利奥毛巾卷，松软的蛋糕裹着香甜奶油和奥利奥碎，口感丰富。

适合爱吃甜品的宝子们，不管是当早餐还是下午茶都超合适~每次路过都忍不住进去买几个，真的太爱啦😍！ ",郑州面包蛋糕热门榜第3名,4.3,¥40人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,面包,甜,不辣,"有空调,有WIFI,商场公共卫生间,明厨亮灶","扫码点餐,纸巾提供","现代简约,异国风情",,,,,
